ID,Month,DayofMonth,DayOfWeek,FlightNum,ActualElapsedTime,CRSElapsedTime,AirTime,ArrDelay,TotalDelay,DepDelay,Origin,Dest,Distance,TaxiIn,TaxiOut,CarrierDelay,WeatherDelay,NASDelay,SecurityDelay,LateAircraftDelay
17055,1,8,2,129,56,65,43,13,35,22,MDW,CMH,284,3,10,,,,,
17058,1,8,2,748,64,65,49,59,119,60,MDW,CMH,284,4,11,59,0,0,0,0
17059,1,8,2,950,63,60,48,11,19,8,MDW,CMH,284,2,13,,,,,
17062,1,8,2,2474,63,65,49,31,64,33,MDW,CMH,284,3,11,31,0,0,0,0
17067,1,8,2,1852,144,155,129,-5,1,6,MDW,DEN,895,7,8,,,,,
17068,1,8,2,1944,152,160,125,22,52,30,MDW,DEN,895,6,21,22,0,0,0,0
17073,1,8,2,1567,64,65,51,60,121,61,MDW,DTW,229,6,7,60,0,0,0,0
17076,1,8,2,3915,60,60,44,29,58,29,MDW,DTW,229,7,9,29,0,0,0,0
17082,1,8,2,195,158,165,146,3,13,10,MDW,HOU,937,4,8,,,,,
17084,1,8,2,319,165,165,147,40,80,40,MDW,HOU,937,5,13,37,0,0,0,3
17085,1,8,2,1927,178,165,166,72,131,59,MDW,HOU,937,3,9,59,0,13,0,0
17088,1,8,2,205,87,100,76,11,35,24,MDW,IAD,577,5,6,,,,,
17089,1,8,2,335,93,100,75,3,13,10,MDW,IAD,577,6,12,,,,,
17095,1,8,2,771,48,50,33,28,58,30,MDW,IND,162,8,7,28,0,0,0,0
17097,1,8,2,1746,56,50,37,63,120,57,MDW,IND,162,8,11,57,0,6,0,0
17102,1,8,2,405,117,120,107,35,73,38,MDW,JAN,666,3,7,1,0,0,0,34
17111,1,8,2,1016,228,240,211,13,38,25,MDW,LAS,1521,6,11,,,,,
17114,1,8,2,2449,232,240,216,-1,6,7,MDW,LAS,1521,5,11,,,,,
17115,1,8,2,3844,244,240,233,25,46,21,MDW,LAS,1521,4,7,21,0,4,0,0
17116,1,8,2,118,263,275,244,0,12,12,MDW,LAX,1750,10,9,,,,,
17117,1,8,2,184,253,270,239,-10,-3,7,MDW,LAX,1750,6,8,,,,,
17120,1,8,2,2979,263,275,251,20,52,32,MDW,LAX,1750,5,7,2,0,0,0,18
17121,1,8,2,3149,269,270,255,42,85,43,MDW,LAX,1750,7,7,29,0,0,0,13
17122,1,8,2,3584,280,275,256,29,53,24,MDW,LAX,1750,10,14,0,0,5,0,24
17123,1,8,2,49,105,105,92,28,56,28,MDW,LIT,544,5,8,23,0,0,0,5
17124,1,8,2,19,96,85,81,18,25,7,MDW,MCI,405,4,11,1,0,11,0,6
17130,1,8,2,449,94,85,75,21,33,12,MDW,MCI,405,6,13,12,0,9,0,0
17138,1,8,2,1189,144,150,129,19,44,25,MDW,MCO,989,8,7,0,0,0,0,19
17146,1,8,2,1951,118,125,98,-1,5,6,MDW,MHT,838,3,17,,,,,
17151,1,8,2,562,280,280,266,18,36,18,MDW,OAK,1844,5,9,18,0,0,0,0
17153,1,8,2,1161,295,285,279,27,44,17,MDW,OAK,1844,5,11,0,0,10,0,17
17154,1,8,2,2195,273,285,263,8,28,20,MDW,OAK,1844,3,7,,,,,
17155,1,8,2,555,83,85,70,15,32,17,MDW,OMA,423,3,10,15,0,0,0,0
17158,1,8,2,2544,85,85,68,15,30,15,MDW,OMA,423,2,15,15,0,0,0,0
17159,1,8,2,3491,80,85,68,19,43,24,MDW,OMA,423,3,9,11,0,0,0,8
17161,1,8,2,568,129,115,99,22,30,8,MDW,ORF,704,13,17,8,0,14,0,0
17169,1,8,2,2789,125,130,114,8,21,13,MDW,PHL,668,4,7,,,,,
17172,1,8,2,3927,104,110,92,2,10,8,MDW,PHL,668,4,8,,,,,
17175,1,8,2,921,221,235,204,3,20,17,MDW,PHX,1444,6,11,,,,,
17177,1,8,2,1827,226,235,201,19,47,28,MDW,PHX,1444,11,14,19,0,0,0,0
17181,1,8,2,337,73,75,58,21,44,23,MDW,PIT,402,8,7,19,0,0,0,2
17183,1,8,2,2445,74,75,59,27,55,28,MDW,PIT,402,4,11,0,0,0,0,27
17184,1,8,2,3170,66,75,54,27,63,36,MDW,PIT,402,4,8,27,0,0,0,0
17192,1,8,2,1429,94,105,85,25,61,36,MDW,RDU,632,3,6,25,0,0,0,0
17193,1,8,2,3063,98,100,89,14,30,16,MDW,RDU,632,3,6,,,,,
17199,1,8,2,299,260,265,247,2,9,7,MDW,SAN,1728,4,9,,,,,
17202,1,8,2,1188,264,265,248,13,27,14,MDW,SAN,1728,5,11,,,,,
17203,1,8,2,2729,265,265,252,6,12,6,MDW,SAN,1728,4,9,,,,,
17204,1,8,2,511,179,175,166,20,36,16,MDW,SAT,1036,4,9,12,0,4,0,4
17206,1,8,2,74,62,65,54,14,31,17,MDW,SDF,271,3,5,,,,,
17211,1,8,2,421,248,270,234,102,226,124,MDW,SEA,1733,7,7,11,0,0,0,91
17212,1,8,2,658,254,270,235,-8,0,8,MDW,SEA,1733,6,13,,,,,
17214,1,8,2,1009,290,290,277,12,24,12,MDW,SFO,1855,6,7,,,,,
17215,1,8,2,1837,303,290,288,150,287,137,MDW,SFO,1855,4,11,0,0,150,0,0
17216,1,8,2,3846,288,290,269,105,212,107,MDW,SFO,1855,5,14,0,0,105,0,0
17219,1,8,2,151,197,210,186,-5,3,8,MDW,SLC,1258,3,8,,,,,
17222,1,8,2,3145,264,270,251,10,26,16,MDW,SMF,1790,4,9,,,,,
17230,1,8,2,1586,68,60,53,16,24,8,MDW,STL,251,5,10,8,0,8,0,0
17235,1,8,2,26,152,155,131,14,31,17,MDW,TPA,997,3,18,,,,,
17238,1,8,2,514,140,150,131,17,44,27,MDW,TPA,997,3,6,1,0,0,0,16
17241,1,8,2,1847,146,150,136,6,16,10,MDW,TPA,997,3,7,,,,,
17244,1,8,2,145,80,95,70,-8,-1,7,MHT,BWI,377,4,6,,,,,
17255,1,8,2,2719,345,365,332,55,130,75,MHT,LAS,2356,6,7,55,0,0,0,0
17268,1,8,2,1849,102,90,68,18,24,6,MHT,PHL,290,12,22,6,0,12,0,0
17272,1,8,2,1033,344,355,328,0,11,11,MHT,PHX,2279,6,10,,,,,
17276,1,8,2,521,66,75,50,0,9,9,MSY,BHM,321,4,12,,,,,
17280,1,8,2,432,135,135,124,13,26,13,MSY,BWI,998,2,9,,,,,
17287,1,8,2,1194,105,100,86,11,17,6,MSY,FLL,673,4,15,,,,,
17288,1,8,2,223,79,70,52,19,29,10,MSY,HOU,303,3,24,10,0,9,0,0
17293,1,8,2,1343,69,70,52,6,13,7,MSY,HOU,303,4,13,,,,,
17294,1,8,2,1481,64,70,51,0,6,6,MSY,HOU,303,3,10,,,,,
17295,1,8,2,1950,63,70,55,29,65,36,MSY,HOU,303,3,5,3,0,0,0,26
17297,1,8,2,3321,65,70,53,5,15,10,MSY,HOU,303,3,9,,,,,
17300,1,8,2,1254,237,240,217,15,33,18,MSY,LAS,1501,9,11,11,0,0,0,4
17302,1,8,2,1170,105,100,79,14,23,9,MSY,MCO,550,8,18,,,,,
17303,1,8,2,2624,93,95,77,27,56,29,MSY,MCO,550,5,11,5,0,0,0,22
17305,1,8,2,714,126,130,108,5,14,9,MSY,MDW,825,6,12,,,,,
17306,1,8,2,169,206,220,193,49,112,63,MSY,PHX,1301,4,9,49,0,0,0,0
17307,1,8,2,85,76,80,62,27,58,31,MSY,TPA,487,5,9,3,0,0,0,24
17308,1,8,2,788,85,85,72,46,92,46,MSY,TPA,487,4,9,46,0,0,0,0
17310,1,8,2,45,120,135,107,20,55,35,OAK,ABQ,889,5,8,12,0,0,0,8
17312,1,8,2,527,129,130,106,8,17,9,OAK,ABQ,889,6,17,,,,,
17313,1,8,2,882,259,250,235,29,49,20,OAK,BNA,1959,7,17,5,0,9,0,15
17314,1,8,2,783,82,90,69,14,36,22,OAK,BOI,511,2,11,,,,,
17315,1,8,2,2612,93,85,68,17,26,9,OAK,BOI,511,4,21,0,0,8,0,9
17316,1,8,2,346,62,65,47,17,37,20,OAK,BUR,325,2,13,0,0,0,0,17
17319,1,8,2,891,60,65,45,5,15,10,OAK,BUR,325,2,13,,,,,
17320,1,8,2,1150,60,65,47,11,27,16,OAK,BUR,325,2,11,,,,,
17322,1,8,2,1219,57,65,45,24,56,32,OAK,BUR,325,2,10,0,0,0,0,24
17327,1,8,2,2550,56,65,44,4,17,13,OAK,BUR,325,2,10,,,,,
17332,1,8,2,3772,59,65,46,13,32,19,OAK,BUR,325,2,11,,,,,
17333,1,8,2,494,126,145,112,-11,-3,8,OAK,DEN,957,7,7,,,,,
17336,1,8,2,1502,133,145,118,-5,2,7,OAK,DEN,957,6,9,,,,,
17338,1,8,2,223,111,120,93,11,31,20,OAK,GEG,723,5,13,,,,,
17340,1,8,2,78,218,220,195,24,50,26,OAK,HOU,1642,4,19,14,0,0,0,10
17344,1,8,2,500,74,85,63,-1,9,10,OAK,LAS,407,4,7,,,,,
17348,1,8,2,890,79,80,64,26,53,27,OAK,LAS,407,4,11,0,0,0,0,26
17351,1,8,2,1918,87,85,64,48,94,46,OAK,LAS,407,6,17,7,0,2,0,39
17352,1,8,2,2632,81,85,63,39,82,43,OAK,LAS,407,7,11,13,0,0,0,26
17356,1,8,2,75,72,75,52,16,35,19,OAK,LAX,337,6,14,0,0,3,0,13
17360,1,8,2,252,92,80,52,20,28,8,OAK,LAX,337,29,11,0,0,20,0,0
17363,1,8,2,495,67,75,52,7,22,15,OAK,LAX,337,6,9,,,,,
17365,1,8,2,925,70,75,49,10,25,15,OAK,LAX,337,6,15,,,,,
17366,1,8,2,1107,77,75,53,47,92,45,OAK,LAX,337,5,19,36,0,2,0,9
17367,1,8,2,1192,72,75,52,21,45,24,OAK,LAX,337,7,13,0,0,0,0,21
17368,1,8,2,1485,70,75,54,3,11,8,OAK,LAX,337,5,11,,,,,
17375,1,8,2,3394,72,75,53,25,53,28,OAK,LAX,337,5,14,10,0,0,0,15
17376,1,8,2,3939,68,75,49,7,21,14,OAK,LAX,337,6,13,,,,,
17377,1,8,2,3320,193,205,175,4,20,16,OAK,MCI,1489,6,12,,,,,
17378,1,8,2,3829,185,205,170,-11,-2,9,OAK,MCI,1489,5,10,,,,,
17379,1,8,2,79,229,240,212,-5,1,6,OAK,MDW,1844,7,10,,,,,
17380,1,8,2,514,247,240,225,25,43,18,OAK,MDW,1844,5,17,0,0,7,0,18
17383,1,8,2,2091,228,235,213,18,43,25,OAK,MDW,1844,5,10,8,0,0,0,10
17388,1,8,2,835,76,75,54,10,19,9,OAK,ONT,361,3,19,,,,,
17395,1,8,2,3765,73,75,53,18,38,20,OAK,ONT,361,4,16,0,0,0,0,18
17400,1,8,2,829,114,100,96,50,86,36,OAK,PDX,543,3,15,13,0,14,0,23
17401,1,8,2,2011,99,100,79,12,25,13,OAK,PDX,543,3,17,,,,,
17403,1,8,2,753,104,115,89,-5,1,6,OAK,PHX,646,4,11,,,,,
17404,1,8,2,933,102,110,87,19,46,27,OAK,PHX,646,4,11,1,0,0,0,18
17405,1,8,2,1167,97,110,81,-5,3,8,OAK,PHX,646,5,11,,,,,
17407,1,8,2,1686,95,110,83,-6,3,9,OAK,PHX,646,4,8,,,,,
17411,1,8,2,2113,56,50,34,22,38,16,OAK,RNO,180,5,17,0,0,6,0,16
17418,1,8,2,1022,84,85,63,16,33,17,OAK,SAN,446,3,18,10,0,0,0,6
17422,1,8,2,2525,75,85,58,23,56,33,OAK,SAN,446,3,14,1,0,0,0,22
17423,1,8,2,2719,94,85,58,81,153,72,OAK,SAN,446,3,33,0,0,9,0,72
17424,1,8,2,2884,80,85,64,4,13,9,OAK,SAN,446,3,13,,,,,
17426,1,8,2,3058,79,85,64,6,18,12,OAK,SAN,446,2,13,,,,,
17430,1,8,2,3843,79,85,63,0,6,6,OAK,SAN,446,3,13,,,,,
17431,1,8,2,237,123,120,96,22,41,19,OAK,SEA,671,4,23,0,0,3,0,19
17432,1,8,2,256,116,120,101,5,14,9,OAK,SEA,671,5,10,,,,,
17434,1,8,2,872,126,120,109,15,24,9,OAK,SEA,671,4,13,0,0,6,0,9
17436,1,8,2,2730,112,120,98,5,18,13,OAK,SEA,671,4,10,,,,,
17439,1,8,2,125,90,100,80,0,10,10,OAK,SLC,588,2,8,,,,,
17442,1,8,2,1678,94,105,78,14,39,25,OAK,SLC,588,4,12,,,,,
17443,1,8,2,2282,97,100,79,5,13,8,OAK,SLC,588,7,11,,,,,
17449,1,8,2,2191,76,85,58,4,17,13,OAK,SNA,371,4,14,,,,,
17463,1,8,2,449,79,80,67,8,17,9,OKC,HOU,419,5,7,,,,,
17464,1,8,2,940,87,80,74,49,91,42,OKC,HOU,419,3,10,3,0,7,0,39
17472,1,8,2,877,133,145,120,15,42,27,OKC,PHX,833,4,9,0,0,0,0,15
17476,1,8,2,484,187,180,176,17,27,10,OMA,LAS,1099,4,7,0,0,7,0,10
17480,1,8,2,566,73,80,62,-1,5,6,OMA,MDW,423,3,8,,,,,
17486,1,8,2,555,168,175,150,12,31,19,OMA,PHX,1037,5,13,,,,,
17497,1,8,2,818,86,60,50,95,164,69,ONT,LAS,197,6,30,69,0,26,0,0
17501,1,8,2,3244,65,60,37,12,19,7,ONT,LAS,197,4,24,,,,,
17514,1,8,2,3852,82,75,71,18,29,11,ONT,OAK,361,3,8,0,0,7,0,11
17524,1,8,2,2808,63,70,49,7,21,14,ONT,PHX,325,8,6,,,,,
17531,1,8,2,1670,69,70,62,34,69,35,ONT,SJC,333,3,4,34,0,0,0,0
17543,1,8,2,2105,76,80,66,22,48,26,ONT,SMF,389,4,6,1,0,0,0,21
17547,1,8,2,3602,73,80,61,47,101,54,ONT,SMF,389,4,8,35,0,0,0,12
17557,1,8,2,1828,114,125,96,18,47,29,ORF,MCO,655,5,13,0,0,0,0,18
17575,1,8,2,2377,57,65,45,18,44,26,PDX,BOI,344,4,8,0,0,0,0,18
17578,1,8,2,491,55,60,45,2,9,7,PDX,GEG,279,4,6,,,,,
17579,1,8,2,957,50,55,41,1,7,6,PDX,GEG,279,3,6,,,,,
17581,1,8,2,3155,62,60,44,18,34,16,PDX,GEG,279,4,14,0,0,2,0,16
17584,1,8,2,2186,122,125,108,10,23,13,PDX,LAS,762,8,6,,,,,
17589,1,8,2,447,89,100,75,28,67,39,PDX,OAK,543,6,8,0,0,0,0,28
17591,1,8,2,753,87,100,75,-6,1,7,PDX,OAK,543,5,7,,,,,
17602,1,8,2,625,92,105,83,-5,3,8,PDX,SJC,569,4,5,,,,,
17614,1,8,2,2890,75,85,64,-4,2,6,PDX,SMF,479,4,7,,,,,
17624,1,8,2,1849,155,185,143,-11,8,19,PHL,FLL,992,3,9,,,,,
17634,1,8,2,907,150,165,125,-4,7,11,PHL,MCO,861,8,17,,,,,
17636,1,8,2,2876,162,165,128,4,11,7,PHL,MCO,861,3,31,,,,,
17638,1,8,2,142,128,140,113,2,16,14,PHL,MDW,668,5,10,,,,,
17642,1,8,2,587,131,145,105,-2,10,12,PHL,MDW,668,5,21,,,,,
17644,1,8,2,2979,126,145,104,29,77,48,PHL,MDW,668,5,17,29,0,0,0,0
17655,1,8,2,3240,312,340,294,-19,-10,9,PHL,PHX,2075,6,12,,,,,
17659,1,8,2,2200,71,80,46,23,55,32,PHL,PIT,267,6,19,0,0,0,0,23
17661,1,8,2,2637,65,75,45,1,12,11,PHL,PIT,267,6,14,,,,,
17662,1,8,2,2877,72,80,46,14,36,22,PHL,PIT,267,2,24,,,,,
17663,1,8,2,31,62,65,39,42,87,45,PHL,PVD,238,4,19,0,0,0,0,42
17665,1,8,2,636,59,70,43,-3,5,8,PHL,PVD,238,5,11,,,,,
17673,1,8,2,3685,91,95,55,14,32,18,PHL,RDU,336,4,32,,,,,
17679,1,8,2,290,64,60,49,16,28,12,PHX,ABQ,328,3,12,12,0,4,0,0
17680,1,8,2,408,58,60,44,65,132,67,PHX,ABQ,328,6,8,64,0,0,0,1
17681,1,8,2,555,57,60,44,50,103,53,PHX,ABQ,328,3,10,39,0,0,0,11
17686,1,8,2,2374,68,60,45,14,20,6,PHX,ABQ,328,6,17,,,,,
17688,1,8,2,2787,62,60,49,61,120,59,PHX,ABQ,328,3,10,0,0,2,0,59
17692,1,8,2,3409,121,130,112,-3,3,6,PHX,AUS,872,3,6,,,,,
17693,1,8,2,3949,130,130,114,10,20,10,PHX,AUS,872,3,13,,,,,
17695,1,8,2,109,179,190,168,6,23,17,PHX,BNA,1448,4,7,,,,,
17697,1,8,2,891,181,190,169,8,25,17,PHX,BNA,1448,5,7,,,,,
17699,1,8,2,496,229,250,211,-2,17,19,PHX,BUF,1912,2,16,,,,,
17703,1,8,2,806,81,80,74,110,219,109,PHX,BUR,369,2,5,53,0,1,0,56
17720,1,8,2,3669,95,105,79,32,74,42,PHX,DEN,602,5,11,0,0,0,0,32
17730,1,8,2,933,137,145,125,13,34,21,PHX,HOU,1020,2,10,,,,,
17737,1,8,2,340,63,65,45,5,12,7,PHX,LAS,256,5,13,,,,,
17754,1,8,2,169,75,80,60,37,79,42,PHX,LAX,370,7,8,0,0,0,0,37
17765,1,8,2,2812,77,80,62,9,21,12,PHX,LAX,370,5,10,,,,,
17768,1,8,2,84,136,150,125,-4,6,10,PHX,MCI,1044,6,5,,,,,
17772,1,8,2,3509,228,240,211,14,40,26,PHX,MCO,1848,6,11,,,,,
17773,1,8,2,349,180,195,170,-6,3,9,PHX,MDW,1444,4,6,,,,,
17781,1,8,2,3598,271,285,250,4,22,18,PHX,MHT,2279,3,18,,,,,
17782,1,8,2,1167,165,170,151,5,15,10,PHX,MSY,1301,4,10,,,,,
17789,1,8,2,3492,109,120,99,5,21,16,PHX,OAK,646,5,5,,,,,
17791,1,8,2,282,112,125,102,4,21,17,PHX,OKC,833,2,8,,,,,
17792,1,8,2,940,122,125,106,39,81,42,PHX,OKC,833,3,13,9,0,0,0,30
17794,1,8,2,559,138,145,124,9,25,16,PHX,OMA,1037,8,6,,,,,
17797,1,8,2,508,61,65,51,8,20,12,PHX,ONT,325,5,5,,,,,
17808,1,8,2,364,180,185,163,3,11,8,PHX,PDX,1009,3,14,,,,,
17812,1,8,2,287,244,260,232,10,36,26,PHX,PHL,2075,4,8,,,,,
17814,1,8,2,2452,263,285,252,1,24,23,PHX,PVD,2277,5,6,,,,,
17821,1,8,2,381,60,65,50,5,15,10,PHX,SAN,304,2,8,,,,,
17833,1,8,2,327,115,120,105,12,29,17,PHX,SAT,843,3,7,,,,,
17834,1,8,2,796,109,120,102,2,15,13,PHX,SAT,843,2,5,,,,,
17835,1,8,2,2015,122,120,103,27,52,25,PHX,SAT,843,4,15,0,0,2,0,25
17837,1,8,2,2808,192,195,172,5,13,8,PHX,SDF,1506,4,16,,,,,
17844,1,8,2,2094,114,115,104,5,11,6,PHX,SJC,621,4,6,,,,,
17845,1,8,2,2116,116,125,102,57,123,66,PHX,SJC,621,3,11,57,0,0,0,0
17849,1,8,2,414,93,100,80,2,11,9,PHX,SLC,507,2,11,,,,,
17850,1,8,2,980,89,90,75,80,161,81,PHX,SLC,507,5,9,0,0,0,0,80
17853,1,8,2,1684,92,95,74,63,129,66,PHX,SLC,507,4,14,0,0,0,0,63
17858,1,8,2,877,121,120,108,10,19,9,PHX,SMF,647,4,9,,,,,
17864,1,8,2,473,69,75,55,0,6,6,PHX,SNA,338,5,9,,,,,
17870,1,8,2,752,171,175,156,5,14,9,PHX,STL,1262,3,12,,,,,
17873,1,8,2,1025,161,170,145,4,17,13,PHX,STL,1262,4,12,,,,,
17875,1,8,2,243,218,235,206,2,21,19,PHX,TPA,1788,3,9,,,,,
17888,1,8,2,490,81,95,68,7,28,21,PIT,MDW,402,3,10,,,,,
17899,1,8,2,2964,57,70,44,-6,1,7,PIT,PHL,267,3,10,,,,,
17915,1,8,2,2988,178,210,168,8,48,40,PVD,FLL,1188,3,7,,,,,
17916,1,8,2,3423,350,370,336,-14,-8,6,PVD,LAS,2363,6,8,,,,,
17918,1,8,2,499,177,190,151,-1,11,12,PVD,MCO,1073,9,17,,,,,
17919,1,8,2,1030,168,185,152,14,45,31,PVD,MCO,1073,6,10,,,,,
17931,1,8,2,2731,61,80,48,-13,-7,6,PVD,PHL,238,5,8,,,,,
17937,1,8,2,341,92,95,72,77,157,80,RDU,BNA,443,4,16,0,0,0,0,77
17941,1,8,2,85,61,55,45,16,26,10,RDU,BWI,255,5,11,0,0,6,0,10
17944,1,8,2,1516,52,60,44,11,30,19,RDU,BWI,255,3,5,,,,,
17946,1,8,2,3569,56,60,40,19,42,23,RDU,BWI,255,5,11,0,0,0,0,19
17949,1,8,2,430,89,105,78,24,64,40,RDU,MCO,534,5,6,0,0,0,0,24
17956,1,8,2,1402,119,125,97,9,24,15,RDU,MDW,632,5,17,,,,,
17960,1,8,2,882,65,75,55,14,38,24,RDU,PHL,336,4,6,,,,,
17961,1,8,2,1502,73,85,59,-5,2,7,RDU,PHL,336,4,10,,,,,
17967,1,8,2,239,61,65,48,5,14,9,RNO,BOI,335,5,8,,,,,
17968,1,8,2,2538,62,65,51,10,23,13,RNO,BOI,335,4,7,,,,,
17970,1,8,2,120,66,75,54,20,49,29,RNO,LAS,345,5,7,3,0,0,0,17
17975,1,8,2,1027,62,75,51,17,47,30,RNO,LAS,345,4,7,0,0,0,0,17
17979,1,8,2,2113,73,70,58,23,43,20,RNO,LAS,345,7,8,0,0,3,0,20
17986,1,8,2,324,210,230,198,1,22,21,RNO,MDW,1680,4,8,,,,,
17988,1,8,2,2719,63,55,51,77,146,69,RNO,OAK,180,4,8,0,0,8,0,69
17991,1,8,2,530,83,90,74,33,73,40,RNO,PDX,444,2,7,0,0,0,0,33
17996,1,8,2,1006,95,100,84,1,7,6,RNO,PHX,601,4,7,,,,,
18001,1,8,2,3835,101,110,89,7,23,16,RNO,SEA,564,5,7,,,,,
18005,1,8,2,1276,69,60,54,16,23,7,RNO,SJC,188,4,11,7,0,9,0,0
18006,1,8,2,2969,72,80,63,74,156,82,RNO,SLC,422,3,6,5,0,0,0,69
18018,1,8,2,294,92,100,79,-2,4,6,SAN,ABQ,628,4,9,,,,,
18020,1,8,2,1940,101,105,81,10,24,14,SAN,ABQ,628,3,17,,,,,
18030,1,8,2,156,68,70,52,86,174,88,SAN,LAS,258,6,10,7,0,0,0,79
18031,1,8,2,161,76,70,58,17,28,11,SAN,LAS,258,4,14,0,0,17,0,0
18034,1,8,2,415,75,70,57,17,29,12,SAN,LAS,258,3,15,0,0,5,0,12
18036,1,8,2,719,62,70,53,-1,6,7,SAN,LAS,258,3,6,,,,,
18038,1,8,2,1341,58,70,46,-3,6,9,SAN,LAS,258,4,8,,,,,
18039,1,8,2,2273,76,70,50,16,26,10,SAN,LAS,258,8,18,0,0,6,0,10
18041,1,8,2,2816,58,70,47,-5,2,7,SAN,LAS,258,5,6,,,,,
18042,1,8,2,3835,63,75,49,-2,8,10,SAN,LAS,258,4,10,,,,,
18044,1,8,2,318,176,180,156,16,36,20,SAN,MCI,1333,4,16,7,0,0,0,9
18049,1,8,2,3662,220,230,208,45,100,55,SAN,MDW,1728,4,8,0,0,0,0,45
18062,1,8,2,1599,91,90,79,7,13,6,SAN,OAK,446,5,7,,,,,
18063,1,8,2,2612,94,90,80,16,28,12,SAN,OAK,446,5,9,0,0,4,0,12
18076,1,8,2,1022,61,70,47,7,23,16,SAN,PHX,304,3,11,,,,,
18077,1,8,2,1684,61,70,48,69,147,78,SAN,PHX,304,5,8,0,0,0,0,69
18078,1,8,2,2092,61,65,47,51,106,55,SAN,PHX,304,4,10,0,0,0,0,51
18081,1,8,2,3669,68,70,49,50,102,52,SAN,PHX,304,7,12,0,0,0,0,50
18082,1,8,2,530,92,100,76,42,92,50,SAN,RNO,488,3,13,0,0,0,0,42
18085,1,8,2,123,115,100,94,101,187,86,SAN,SFO,447,5,16,0,0,101,0,0
18086,1,8,2,381,118,100,77,35,52,17,SAN,SFO,447,6,35,0,0,30,0,5
18087,1,8,2,458,110,100,93,47,84,37,SAN,SFO,447,5,12,0,0,47,0,0
18088,1,8,2,585,102,100,87,52,102,50,SAN,SFO,447,2,13,0,0,51,0,1
18089,1,8,2,1597,118,100,93,56,94,38,SAN,SFO,447,4,21,0,0,56,0,0
18092,1,8,2,3839,138,100,117,49,60,11,SAN,SFO,447,5,16,0,0,49,0,0
18097,1,8,2,1188,85,80,67,12,19,7,SAN,SJC,417,4,14,,,,,
18099,1,8,2,1482,82,80,70,18,34,16,SAN,SJC,417,3,9,4,0,2,0,12
18108,1,8,2,372,119,90,85,48,67,19,SAN,SMF,480,5,29,13,0,29,0,6
18109,1,8,2,574,96,95,80,30,59,29,SAN,SMF,480,5,11,1,0,1,0,28
18121,1,8,2,2113,123,125,105,46,94,48,SAT,BNA,822,6,12,0,0,0,0,46
18125,1,8,2,120,52,55,41,10,23,13,SAT,DAL,248,3,8,,,,,
18141,1,8,2,511,94,90,75,10,16,6,SAT,ELP,496,5,14,,,,,
18143,1,8,2,2969,84,90,75,51,108,57,SAT,ELP,496,3,6,51,0,0,0,0
18148,1,8,2,2015,44,45,31,18,37,19,SAT,HOU,192,3,10,0,0,0,0,18
18150,1,8,2,2176,54,50,35,14,24,10,SAT,HOU,192,2,17,,,,,
18152,1,8,2,617,45,50,38,5,15,10,SAT,HRL,233,2,5,,,,,
18153,1,8,2,1936,50,50,39,10,20,10,SAT,HRL,233,4,7,,,,,
18155,1,8,2,1166,165,175,155,63,136,73,SAT,LAS,1069,5,5,0,0,0,0,63
18156,1,8,2,2101,169,180,159,-2,7,9,SAT,LAS,1069,4,6,,,,,
18160,1,8,2,832,155,150,141,40,75,35,SAT,MCO,1040,6,8,35,0,5,0,0
18168,1,8,2,327,131,140,120,1,11,10,SAT,TPA,972,4,7,,,,,
18191,1,8,2,972,154,165,136,2,15,13,SEA,ABQ,1180,4,14,,,,,
18192,1,8,2,959,240,250,220,-3,4,7,SEA,BNA,1977,9,11,,,,,
18196,1,8,2,515,138,155,120,20,57,37,SEA,DEN,1024,7,11,0,20,0,0,0
18198,1,8,2,1568,137,155,123,-3,12,15,SEA,DEN,1024,6,8,,,,,
18202,1,8,2,1682,65,55,41,27,44,17,SEA,GEG,224,5,19,0,0,10,0,17
18204,1,8,2,559,133,145,115,23,58,35,SEA,LAS,866,9,9,0,0,0,3,20
18207,1,8,2,3948,137,145,115,6,20,14,SEA,LAS,866,10,12,,,,,
18209,1,8,2,208,223,235,200,-4,4,8,SEA,MDW,1733,5,18,,,,,
18210,1,8,2,1189,222,230,205,25,58,33,SEA,MDW,1733,5,12,25,0,0,0,0
18214,1,8,2,481,107,125,91,-1,16,17,SEA,OAK,671,3,13,,,,,
18217,1,8,2,1687,108,125,91,15,47,32,SEA,OAK,671,5,12,0,0,0,0,15
18219,1,8,2,3589,103,125,85,-6,10,16,SEA,OAK,671,4,14,,,,,
18220,1,8,2,154,156,170,138,3,20,17,SEA,PHX,1107,7,11,,,,,
18221,1,8,2,408,156,165,138,1,11,10,SEA,PHX,1107,6,12,,,,,
18224,1,8,2,1017,86,100,68,1,16,15,SEA,RNO,564,6,12,,,,,
18228,1,8,2,1322,116,130,100,4,22,18,SEA,SJC,697,4,12,,,,,
18230,1,8,2,1214,98,115,87,7,31,24,SEA,SLC,689,2,9,,,,,
18232,1,8,2,73,104,105,86,20,41,21,SEA,SMF,605,4,14,2,0,0,0,18
18234,1,8,2,474,106,105,80,22,43,21,SEA,SMF,605,4,22,0,21,1,0,0
18235,1,8,2,1395,92,105,77,28,69,41,SEA,SMF,605,5,10,28,0,0,0,0
18237,1,8,2,632,81,90,64,33,75,42,SFO,LAS,414,6,11,0,0,0,0,33
18239,1,8,2,706,92,90,66,146,290,144,SFO,LAS,414,5,21,0,20,2,0,124
